From,To,From_Lat,From_Lng,To_Lat,To_Lng,Distance_KM,Time_Min,Transfers,Buses,Route_Steps
"Gandipet X Road","Ghatkesar Bus Station",17.38500,78.33100,17.45213,78.68231,41.3,139,3,"120 → 71K/L → 115RR → 500","120: Gandipet X Road → Lunger House (12 stops) | 71K/L: Langar House(Bapur Nagar) → Chadarghat Kedia College (12 stops) | 115RR: Chadarghat Kedia College → Uppal X Road (12 stops) | 500: Uppal X Road → Ghatkesar Bus Station (2 stops)"
"Gandipet X Road","Chengicherla",17.38500,78.33100,17.43313,78.60845,38.8,132,3,"156/505 → 15H/20 → 250C/R → 250C","156/505: Gandipet X Road → Mahavir Hospital (17 stops) | 15H/20: Mahavir Hospital → Alugaddabavi (9 stops) | 250C/R: Alugadda Bhavi → Cherlapally Bus Stand (8 stops) | 250C: Cherlapally Bus Stand → Chengicherla (3 stops)"
"Gandipet X Road","Quthbullapur X Rd",17.38500,78.33100,17.49890,78.45176,28.6,97,3,"156/505 → 19V/M → 9M → 9M/X","156/505: Gandipet X Road → Mehdipatnam (14 stops) | 19V/M: Mehdipatnam → Erragadda (6 stops) | 9M: Erragadda → Sanath Nagar (3 stops) | 9M/X: Sanath Nagar → Quthbullapur X Rd (9 stops)"
"Gandipet X Road","Shapur Nagar",17.38500,78.33100,17.51600,78.44690,29.7,101,3,"156/505 → 19V/M → 9M → 9M/X","156/505: Gandipet X Road → Mehdipatnam (14 stops) | 19V/M: Mehdipatnam → Erragadda (6 stops) | 9M: Erragadda → Sanath Nagar (3 stops) | 9M/X: Sanath Nagar → Shapur Nagar (10 stops)"
"Gandipet X Road","Panama Godown",17.38500,78.33100,17.33840,78.56864,30.8,105,0,"156/505","156/505: Gandipet X Road → Panama Godown (39 stops)"
"Gandipet X Road","Gachibowli X Road",17.38500,78.33100,17.43903,78.36295,9,32,1,"120 → 316","120: Gandipet X Road → Manchirevula X Road (4 stops) | 316: Narsingi → Gachibowli X Road (4 stops)"
"Gandipet X Road","Abids Grammar School",17.38500,78.33100,17.39333,78.47625,18.2,63,0,"156/505","156/505: Gandipet X Road → Abids Grammar School (21 stops)"
"Gandipet X Road","Dilsukhnagar",17.38500,78.33100,17.36862,78.52366,24.3,83,0,"156/505","156/505: Gandipet X Road → Dilsukhnagar (29 stops)"
"Gandipet X Road","Sathamrai",17.38500,78.33100,17.27452,78.40118,23.9,82,3,"156/505 → 94/220K → 95K → 49M/251","156/505: Gandipet X Road → Langer House (12 stops) | 94/220K: Langer House → Hyderguda (3 stops) | 95K: Hyderguda → Weaker Section (3 stops) | 49M/251: Weaker Section → Sathamrai (6 stops)"
"Gandipet X Road","Gajularam X Road",17.38500,78.33100,17.51010,78.44771,29,99,3,"156/505 → 19V/M → 9M → 9M/X","156/505: Gandipet X Road → Mehdipatnam (14 stops) | 19V/M: Mehdipatnam → Erragadda (6 stops) | 9M: Erragadda → Sanath Nagar (3 stops) | 9M/X: Sanath Nagar → Gajularam X Road (9 stops)"
"Gandipet X Road","Rc Puram",17.38500,78.33100,17.51362,78.28780,21.4,74,2,"120 → 316 → 216M","120: Gandipet X Road → Manchirevula X Road (4 stops) | 316: Narsingi → Bhel-Lingampally (13 stops) | 216M: Bhel-Lingampally → Rc Puram (5 stops)"
"Gandipet X Road","Kphb",17.38500,78.33100,17.49456,78.40081,26.8,92,1,"156/505 → 19V/M","156/505: Gandipet X Road → Mehdipatnam (14 stops) | 19V/M: Mehdipatnam → Kphb Metro Station (9 stops)"
"Gandipet X Road","Pisal Banda",17.38500,78.33100,17.33995,78.50379,25.6,88,2,"156/505 → 277K → 460","156/505: Gandipet X Road → Chadarghat (24 stops) | 277K: Chadarghat → Is Sadan (5 stops) | 460: Is Sadan → Pisal Banda (3 stops)"
"Gandipet X Road","Police Lines",17.38500,78.33100,17.44365,78.47499,20.7,71,3,"156/505 → 19V/M → 19BM → 10JB","156/505: Gandipet X Road → Mehdipatnam (14 stops) | 19V/M: Mehdipatnam → Banjara Hills Road No 7 Taj Krishna (3 stops) | 19BM: Banjara Hills Road No 7 Taj Krishna → Rj College (2 stops) | 10JB: Rj College → Police Lines (2 stops)"
"Gandipet X Road","Uppal X Road",17.38500,78.33100,17.40126,78.56007,26.7,91,1,"156/505 → 113K","156/505: Gandipet X Road → Mahavir Hospital (17 stops) | 113K: Telephone Bhavan → Modern Bakery (7 stops)"
"Gandipet X Road","Boats Club",17.38500,78.33100,17.42644,78.48664,19.5,67,1,"156/505 → 5K","156/505: Gandipet X Road → Mahavir Hospital (17 stops) | 5K: Mahavir Hospital → Boats Club (4 stops)"
"Gandipet X Road","Womens College",17.38500,78.33100,17.38481,78.48762,19.9,69,0,"156/505","156/505: Gandipet X Road → Koti Bank Strret (22 stops)"
"Gandipet X Road","Hydernagar",17.38500,78.33100,17.49919,78.38352,19.6,76,2,"120 → 316 → 195SP","120: Gandipet X Road → Manchirevula X Road (4 stops) | 316: Narsingi → Gachibowli X Road (4 stops) | 195SP: Gachibowli X Road → Nizampet X Road (8 stops)"
"Gandipet X Road","Charminar",17.38500,78.33100,17.35868,78.47403,18.8,65,3,"120 → 1JK → 72KH → 253M","120: Gandipet X Road → Lunger House (12 stops) | 1JK: Langar House(Bapur Nagar) → Jumeraat Bazaar (8 stops) | 72KH: Jumeraat Bazaar → Darul Shifa (3 stops) | 253M: Darul Shifa → Charminar (2 stops)"
"Gandipet X Road","Hitech City",17.38500,78.33100,17.44995,78.38257,27.3,95,2,"156/505 → 19V/M → 10F/V","156/505: Gandipet X Road → Mehdipatnam (14 stops) | 19V/M: Mehdipatnam → Erragadda (6 stops) | 10F/V: Erragadda → Cyber Towers (8 stops)"
"Gandipet X Road","Ameerpet",17.38500,78.33100,17.43155,78.44765,18.1,62,1,"156/505 → 19V/M","156/505: Gandipet X Road → Mehdipatnam (14 stops) | 19V/M: Mehdipatnam → Panjaguta (4 stops)"
"Gandipet X Road","Gachibowli",17.38500,78.33100,17.43966,78.36356,9.1,34,1,"120 → 316","120: Gandipet X Road → Manchirevula X Road (4 stops) | 316: Narsingi → Gachibowli X Road (4 stops)"
"Gandipet X Road","Miyapur",17.38500,78.33100,17.49669,78.36077,22.4,79,2,"120 → 316 → 219P","120: Gandipet X Road → Manchirevula X Road (4 stops) | 316: Narsingi → Bhel-Lingampally (13 stops) | 219P: Lingampally → Miyapur (3 stops)"
"Gandipet X Road","Sr Nagar",17.38500,78.33100,17.44027,78.44260,19.5,67,1,"156/505 → 19V/M","156/505: Gandipet X Road → Mehdipatnam (14 stops) | 19V/M: Mehdipatnam → Sr Nagar (5 stops)"
"Gandipet X Road","Begumpet",17.38500,78.33100,17.10805,78.55358,50.2,169,3,"156/505 → 94/220K → 85/253L → 478","156/505: Gandipet X Road → Langer House (12 stops) | 94/220K: Langer House → Falaknuma Rly Bridge (9 stops) | 85/253L: Falaknuma Rly Bridge → Lemoor (14 stops) | 478: Lemoor → Begumpet (4 stops)"
"Gandipet X Road","Tolichowki",17.38500,78.33100,17.39924,78.41552,12.2,43,1,"120 → 65M/123","120: Gandipet X Road → Manchirevula X Road (4 stops) | 65M/123: Manchirevula X Road → Tolichowki (10 stops)"
"Gandipet X Road","Kondapur",17.38500,78.33100,17.46392,78.36725,11.8,43,2,"120 → 316 → AK","120: Gandipet X Road → Manchirevula X Road (4 stops) | 316: Narsingi → Gachibowli X Road (4 stops) | AK: Gachibowli → Kondapur (3 stops)"
"Gandipet X Road","Madhapur",17.38500,78.33100,17.63017,78.77482,64.2,217,2,"156/505 → 15H/20 → 546","156/505: Gandipet X Road → Mahavir Hospital (17 stops) | 15H/20: Mahavir Hospital → Nagaram (26 stops) | 546: Nagaram → Madhapur (13 stops)"
"Gandipet X Road","Shamshabad",17.38500,78.33100,17.26205,78.38824,25.9,88,3,"156/505 → 94/220K → 95K → 49M/251","156/505: Gandipet X Road → Langer House (12 stops) | 94/220K: Langer House → Hyderguda (3 stops) | 95K: Hyderguda → Weaker Section (3 stops) | 49M/251: Weaker Section → Shamshabad (7 stops)"
"Gachibowli","Secunderabad Railway Station",17.43966,78.36356,17.43426,78.50158,19.2,66,1,"300A/217 → 10W","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 10W: Nanal Nagar → Secunderabad Railway Station (13 stops)"
"Gachibowli","Afzalgunj",17.43966,78.36356,17.37331,78.47693,16.9,59,1,"300A/217 → 217","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 217: Nanal Nagar → Afzalganj Central Library (12 stops)"
"Gachibowli","Alugadda Bhavi",17.43966,78.36356,17.43531,78.51438,20.6,70,2,"300A/217 → 10W → 186","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 10W: Nanal Nagar → Secunderabad Railway Station (13 stops) | 186: Secunderabad Railway Station → Alugadda Bhavi (2 stops)"
"Gachibowli","Patny",17.43966,78.36356,17.44318,78.49625,17.9,62,1,"195SP → 10HW","195SP: Gachibowli X Road → Tcs Deccan Park (3 stops) | 10HW: Tcs Deccan Park → Plaza (11 stops)"
"Gachibowli","Cbs",17.43966,78.36356,17.37823,78.48168,16.3,56,1,"300A/217 → 116/220K","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 116/220K: Nanal Nagar → Cbs (7 stops)"
"Gachibowli","Erragadda",17.43966,78.36356,17.45617,78.43378,11.2,41,1,"195SP → 9F","195SP: Gachibowli X Road → Tcs Deccan Park (3 stops) | 9F: Tcs Deccan Park → Erragadda (11 stops)"
"Gachibowli","Gajularamaram X Road",17.43966,78.36356,17.50941,78.44817,17.8,62,2,"195SP → 198/171K → 9X/171","195SP: Gachibowli X Road → Jntu X Road (7 stops) | 198/171K: Jntu X Road → Gajularamaram (9 stops) | 9X/171: Gajularamaram → Gajularamaram X Road (5 stops)"
"Gachibowli","Jbs",17.43966,78.36356,17.44757,78.49664,18.6,64,2,"195SP → 10HW → 49E/22","195SP: Gachibowli X Road → Tcs Deccan Park (3 stops) | 10HW: Tcs Deccan Park → Plaza (11 stops) | 49E/22: Plaza → Jbs (3 stops)"
"Gachibowli","Hayathnagar Bus Station",17.43966,78.36356,17.32732,78.60489,34.8,118,0,"216/118W","216/118W: Gachibowli X Road → Hayathnagar Bus Station (5 stops)"
"Gachibowli","Rathifile Bus Station",17.43966,78.36356,17.43457,78.50488,19.6,67,1,"300A/217 → 10W","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 10W: Nanal Nagar → Secunderabad Railway Station (13 stops)"
"Gachibowli","Nampally Public Garoaden",17.43966,78.36356,17.39628,78.47082,14.2,49,1,"300A/217 → 217","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 217: Nanal Nagar → Public Garden (8 stops)"
"Gachibowli","Lakdikapool",17.43966,78.36356,17.40361,78.46497,12.6,44,1,"300A/217 → 217","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 217: Nanal Nagar → Lakdikapool (6 stops)"
"Gachibowli","Ecil Bus Terminal",17.43966,78.36356,17.47253,78.57006,28.7,97,2,"300A/217 → 10W → 37/8A","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 10W: Nanal Nagar → Bata (11 stops) | 37/8A: Bata → Ecil Bus Terminal (8 stops)"
"Gachibowli","Secretariat",17.43966,78.36356,17.40812,78.47182,13.6,47,1,"300A/217 → 10W","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 10W: Nanal Nagar → Secretariat (7 stops)"
"Gachibowli","Patancheruvu",17.43966,78.36356,17.52903,78.26428,15.5,52,1,"300C/216 → 300A/217","300C/216: Gachibowli → Lingampally Bs (6 stops) | 300A/217: Lingampally Bs → Patancheruvu (5 stops)"
"Gachibowli","Darul Shifa",17.43966,78.36356,17.37327,78.48299,17.6,62,1,"300A/217 → 217","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 217: Nanal Nagar → Afzalganj Central Library (12 stops)"
"Gachibowli","Plaza",17.43966,78.36356,17.44330,78.49066,17.5,61,1,"195SP → 10HW","195SP: Gachibowli X Road → Tcs Deccan Park (3 stops) | 10HW: Tcs Deccan Park → Plaza (11 stops)"
"Gachibowli","Bluesea Cafe",17.43966,78.36356,17.43713,78.50515,19.7,67,1,"300A/217 → 10W","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 10W: Nanal Nagar → Secunderabad Railway Station (13 stops)"
"Gachibowli","Tarnaka",17.43966,78.36356,17.42571,78.53223,22.8,77,2,"300A/217 → 10W → 186","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 10W: Nanal Nagar → Secunderabad Railway Station (13 stops) | 186: Secunderabad Railway Station → Tarnaka (3 stops)"
"Gachibowli","Lb Nagar X Road",17.43966,78.36356,17.34699,78.55013,24.8,85,2,"300A/217 → 116/220K → 277MP","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 116/220K: Nanal Nagar → Abids Grammar School (5 stops) | 277MP: Abids Grammar School → Lb Nagar (14 stops)"
"Gachibowli","Lingampally Bs",17.43966,78.36356,17.49485,78.31689,8.6,29,0,"300C/216","300C/216: Gachibowli → Lingampally Bs (6 stops)"
"Gachibowli","Kukatpally",17.43966,78.36356,17.48385,78.41242,11.7,42,1,"195SP → 10MN","195SP: Gachibowli X Road → Jntu X Road (7 stops) | 10MN: Jntu X Road → Kukatpally (3 stops)"
"Gachibowli","Jublee Bus Station",17.43966,78.36356,17.44761,78.49758,20.8,71,2,"300A/217 → 10W → AC","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 10W: Nanal Nagar → Secunderabad Railway Station (13 stops) | AC: Secunderabad Railway Station → Jublee Bus Station (2 stops)"
"Gachibowli","Ibrahimpatnam Bus Station",17.43966,78.36356,17.19144,78.64766,47.7,160,2,"300A/217 → 116/220K → 277MP","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 116/220K: Nanal Nagar → Abids Grammar School (5 stops) | 277MP: Abids Grammar School → Ibrahimpatnam Bus Station (30 stops)"
"Gachibowli","Prashanth Nagar",17.43966,78.36356,17.47378,78.42698,11.9,44,2,"195SP → 9F → 10Y/F","195SP: Gachibowli X Road → Tcs Deccan Park (3 stops) | 9F: Tcs Deccan Park → Pr Nagar (9 stops) | 10Y/F: Pr Nagar → Kukatpally Bus Depot (5 stops)"
"Gachibowli","Moosapet",17.43966,78.36356,17.47081,78.42668,11.5,42,2,"195SP → 9F → 10Y/F","195SP: Gachibowli X Road → Tcs Deccan Park (3 stops) | 9F: Tcs Deccan Park → Pr Nagar (9 stops) | 10Y/F: Pr Nagar → Moosapet (4 stops)"
"Gachibowli","Cherlapally Bus Stand",17.43966,78.36356,17.46329,78.61145,32.8,111,3,"300A/217 → 10W → 186 → 250C/R","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 10W: Nanal Nagar → Secunderabad Railway Station (13 stops) | 186: Secunderabad Railway Station → Tarnaka (3 stops) | 250C/R: Tarnaka → Cherlapally Bus Stand (7 stops)"
"Gachibowli","Koti Medical College",17.43966,78.36356,17.38310,78.48282,15.7,54,1,"300A/217 → 116/220K","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 116/220K: Nanal Nagar → Koti Medical College (6 stops)"
"Gachibowli","Chadarghat",17.43966,78.36356,17.37722,78.49302,17.1,59,2,"300A/217 → 116/220K → 277MP","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 116/220K: Nanal Nagar → Abids Grammar School (5 stops) | 277MP: Abids Grammar School → Chadarghat (3 stops)"
"Gachibowli","Kachiguda X Road",17.43966,78.36356,17.39069,78.48938,16.9,61,2,"300A/217 → 10W → 83/272","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 10W: Nanal Nagar → Secretariat (7 stops) | 83/272: Secretariat → Kacheguda X Road (9 stops)"
"Gachibowli","Gandimaisamma",17.43966,78.36356,17.57508,78.42319,22,74,2,"AK → 222M → 219/229","AK: Gachibowli → Kothaguda X Rd (2 stops) | 222M: Kothaguda X Rd → Miyapur X Road (7 stops) | 219/229: Miyapur X Road → Gandimaisamma (11 stops)"
"Gachibowli","Mehdipatnam",17.43966,78.36356,17.39527,78.43980,9.8,34,1,"300A/217 → 217","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 217: Nanal Nagar → Mehdipatnam (2 stops)"
"Gachibowli","Bata",17.43966,78.36356,17.43600,78.49370,17.6,60,1,"300A/217 → 10W","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 10W: Nanal Nagar → Bata (11 stops)"
"Gachibowli","Jntu X Rd",17.43966,78.36356,17.49672,78.39445,9.4,34,0,"195SP","195SP: Gachibowli X Road → Jntu X Road (7 stops)"
"Gachibowli","Super Bazar",17.43966,78.36356,17.37193,78.50992,18.7,64,2,"300A/217 → 116/220K → 277MP","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 116/220K: Nanal Nagar → Abids Grammar School (5 stops) | 277MP: Abids Grammar School → Super Bazar (6 stops)"
"Gachibowli","Race Course",17.43966,78.36356,17.45076,78.48820,18.3,64,1,"195SP → 10HW","195SP: Gachibowli X Road → Tcs Deccan Park (3 stops) | 10HW: Tcs Deccan Park → Plaza (11 stops)"
"Gachibowli","Punjagutta",17.43966,78.36356,17.42645,78.45141,13.9,49,2,"195SP → 10HW → 224/47D","195SP: Gachibowli X Road → Tcs Deccan Park (3 stops) | 10HW: Tcs Deccan Park → Sr Nagar (8 stops) | 224/47D: Sr Nagar → Punjagutta (2 stops)"
"Gachibowli","Balanagar",17.43966,78.36356,17.46697,78.44626,15.8,55,1,"195SP → 198/224","195SP: Gachibowli X Road → Jntu X Road (7 stops) | 198/224: Kphb → Balanagar (4 stops)"
"Gachibowli","Chintal",17.43966,78.36356,17.49540,78.45210,18.9,66,1,"195SP → 198/224","195SP: Gachibowli X Road → Jntu X Road (7 stops) | 198/224: Kphb → Chintal (8 stops)"
"Gachibowli","Nanal Nagar",17.43966,78.36356,17.39620,78.42700,8.5,30,0,"300A/217","300A/217: Gachibowli X Road → Nanal Nagar (5 stops)"
"Gachibowli","Abids Gpo",17.43966,78.36356,17.38757,78.47617,15,52,1,"300A/217 → 116/220K","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 116/220K: Nanal Nagar → Abids Grammar School (5 stops)"
"Gachibowli","Kachiguda Railway Station",17.43966,78.36356,17.38950,78.49726,18.5,63,2,"300A/217 → 116/220K → 65K/123","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 116/220K: Nanal Nagar → Cbs (7 stops) | 65K/123: Cbs → Kachiguda Railway Station (3 stops)"
"Gachibowli","Ghatkesar Bus Station",17.43966,78.36356,17.45213,78.68231,67.2,226,3,"216/118W → 555 → 205 → 543","216/118W: Gachibowli X Road → Hayathnagar Bus Station (5 stops) | 555: Hayathnagar Bus Station → Abdullapurmet (5 stops) | 205: Abdullapurmet → Guvvaleti X Road (8 stops) | 543: Guvvaleti X Road → Ghatkesar Bus Station (10 stops)"
"Gachibowli","Quthbullapur X Rd",17.43966,78.36356,17.49890,78.45176,19,66,2,"195SP → 198/171K → 9X/171","195SP: Gachibowli X Road → Jntu X Road (7 stops) | 198/171K: Jntu X Road → Gajularamaram (9 stops) | 9X/171: Gajularamaram → Quthbullapur X Rd (6 stops)"
"Gachibowli","Shapur Nagar",17.43966,78.36356,17.51600,78.44690,18.6,64,2,"195SP → 198/171K → 9X/171","195SP: Gachibowli X Road → Jntu X Road (7 stops) | 198/171K: Jntu X Road → Gajularamaram (9 stops) | 9X/171: Gajularamaram → Gajularamaram X Road (5 stops)"
"Gachibowli","Panama Godown",17.43966,78.36356,17.33840,78.56864,29.8,105,1,"216/118W → 1V","216/118W: Gachibowli X Road → Lb Nagar (District Stop) (3 stops) | 1V: Chintalkunta Check Post → Panama Godown (3 stops)"
"Gachibowli","Gachibowli X Road",17.43966,78.36356,17.43903,78.36295,0.1,2,0,"",""
"Gachibowli","Abids Grammar School",17.43966,78.36356,17.39333,78.47625,14.4,49,1,"300A/217 → 116/220K","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 116/220K: Nanal Nagar → Abids Grammar School (5 stops)"
"Gachibowli","Dilsukhnagar",17.43966,78.36356,17.36862,78.52366,20.3,69,2,"300A/217 → 116/220K → 277MP","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 116/220K: Nanal Nagar → Abids Grammar School (5 stops) | 277MP: Abids Grammar School → Dilsukhnagar (8 stops)"
"Gachibowli","Sathamrai",17.43966,78.36356,17.27452,78.40118,21.2,74,1,"216/118W → 49M/251","216/118W: Gachibowli X Road → Aramghar X Roads (2 stops) | 49M/251: Aramghar → Sathamrai (4 stops)"
"Gachibowli","Gajularam X Road",17.43966,78.36356,17.51010,78.44771,17.9,63,2,"195SP → 198/171K → 9X/171","195SP: Gachibowli X Road → Jntu X Road (7 stops) | 198/171K: Jntu X Road → Gajularamaram (9 stops) | 9X/171: Gajularamaram → Gajularamaram X Road (5 stops)"
"Gachibowli","Rc Puram",17.43966,78.36356,17.51362,78.28780,12.4,42,1,"300C/216 → 300A/217","300C/216: Gachibowli → Lingampally Bs (6 stops) | 300A/217: Lingampally Bs → Rc Puram (3 stops)"
"Gachibowli","Kphb",17.43966,78.36356,17.49456,78.40081,10.1,36,0,"195SP","195SP: Gachibowli X Road → Jntu X Road (7 stops)"
"Gachibowli","Pisal Banda",17.43966,78.36356,17.33995,78.50379,22,75,3,"300A/217 → 471/92C → 300/532 → 300/253","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 471/92C: Nanal Nagar → Hashamabad (2 stops) | 300/532: Hashamabad → Phoolbagh (2 stops) | 300/253: Phoolbagh → Pisal Banda (2 stops)"
"Gachibowli","Police Lines",17.43966,78.36356,17.44365,78.47499,15.9,57,2,"195SP → 10HW → 10JB","195SP: Gachibowli X Road → Tcs Deccan Park (3 stops) | 10HW: Tcs Deccan Park → Greenland/ Rj College (9 stops) | 10JB: Rj College → Police Lines (2 stops)"
"Gachibowli","Uppal X Road",17.43966,78.36356,17.40126,78.56007,23.3,79,2,"300A/217 → 6N/47W → 113K","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 6N/47W: Nanal Nagar → Telephone Bhavan (7 stops) | 113K: Telephone Bhavan → Modern Bakery (7 stops)"
"Gachibowli","Boats Club",17.43966,78.36356,17.42644,78.48664,16.2,56,1,"300A/217 → 10W","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 10W: Nanal Nagar → Boats Club (9 stops)"
"Gachibowli","Womens College",17.43966,78.36356,17.38481,78.48762,16.1,56,2,"300A/217 → 116/220K → 222","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 116/220K: Nanal Nagar → Abids Grammar School (5 stops) | 222: Abids Grammar School → Koti Maternity Hospital (3 stops)"
"Gachibowli","Hydernagar",17.43966,78.36356,17.49919,78.38352,10.6,38,1,"195SP → 219/272G","195SP: Gachibowli X Road → Jntu X Road (7 stops) | 219/272G: Jntu X Road → Hydernagar (2 stops)"
"Gachibowli","Charminar",17.43966,78.36356,17.35868,78.47403,22.6,78,2,"300A/217 → 471/92C → 178G","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 471/92C: Nanal Nagar → Hashamabad (2 stops) | 178G: Hashamabad → Charminar (9 stops)"
"Gachibowli","Hitech City",17.43966,78.36356,17.44995,78.38257,4.2,16,0,"195SP","195SP: Gachibowli X Road → Tcs Deccan Park (3 stops)"
"Gachibowli","Ameerpet",17.43966,78.36356,17.43155,78.44765,12.9,45,1,"195SP → 10HW","195SP: Gachibowli X Road → Tcs Deccan Park (3 stops) | 10HW: Tcs Deccan Park → Sr Nagar (8 stops)"
"Gachibowli","Gandipet X Road",17.43966,78.36356,17.38500,78.33100,8.9,32,1,"316 → 120","316: Gachibowli Orr → Manchirevula X Road (4 stops) | 120: Manchirevula X Road → Gandipet X Road (4 stops)"
"Gachibowli","Miyapur",17.43966,78.36356,17.49669,78.36077,7.7,26,1,"AK → 222M","AK: Gachibowli → Kothaguda X Rd (2 stops) | 222M: Kothaguda X Rd → Miyapur (6 stops)"
"Gachibowli","Sr Nagar",17.43966,78.36356,17.44027,78.44260,12.1,43,1,"195SP → 10HW","195SP: Gachibowli X Road → Tcs Deccan Park (3 stops) | 10HW: Tcs Deccan Park → Sr Nagar (8 stops)"
"Gachibowli","Begumpet",17.43966,78.36356,17.10805,78.55358,48.7,164,2,"300A/217 → 471/92C → 478","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 471/92C: Rethi Bowli → Imamguda (9 stops) | 478: Imamguda → Begumpet (7 stops)"
"Gachibowli","Tolichowki",17.43966,78.36356,17.39924,78.41552,7.2,26,0,"300A/217","300A/217: Gachibowli X Road → Brindavan Colony (4 stops)"
"Gachibowli","Kondapur",17.43966,78.36356,17.46392,78.36725,2.7,10,0,"AK","AK: Gachibowli → Kondapur (3 stops)"
"Gachibowli","Madhapur",17.43966,78.36356,17.63017,78.77482,60,201,3,"300A/217 → 10W → 37/8A → 546","300A/217: Gachibowli X Road → Nanal Nagar (5 stops) | 10W: Nanal Nagar → Bata (11 stops) | 37/8A: Bata → Kushaiguda (9 stops) | 546: Kushaiguda → Madhapur (14 stops)"
"Gachibowli","Shamshabad",17.43966,78.36356,17.26205,78.38824,21.9,75,0,"315","315: Gachibowli Orr → Shamshabad (4 stops)"
"Miyapur","Secunderabad Railway Station",17.49669,78.36077,17.43426,78.50158,17.9,63,0,"224/219","224/219: Miyapur → Secunderabad Railway Station (11 stops)"
"Miyapur","Afzalgunj",17.49669,78.36077,17.37331,78.47693,20.9,73,3,"224/219 → 113K → 127N → 8","224/219: Miyapur → Kukatpally (4 stops) | 113K: Kukatpally → Telephone Bhavan (7 stops) | 127N: Telephone Bhavan → Abids Grammar School (3 stops) | 8: Abids Grammar School → Afzalgunj (4 stops)"
"Miyapur","Alugadda Bhavi",17.49669,78.36077,17.43531,78.51438,19.2,68,1,"224/219 → 186","224/219: Miyapur → Secunderabad Railway Station (11 stops) | 186: Secunderabad Railway Station → Alugadda Bhavi (2 stops)"
"Miyapur","Patny",17.49669,78.36077,17.44318,78.49625,16.7,60,0,"224/219","224/219: Miyapur → Patny (10 stops)"
"Miyapur","Cbs",17.49669,78.36077,17.37823,78.48168,20.5,72,2,"224/219 → 113K → 116G","224/219: Miyapur → Kukatpally (4 stops) | 113K: Kukatpally → Telephone Bhavan (7 stops) | 116G: Assembly → Cbs (3 stops)"
"Miyapur","Erragadda",17.49669,78.36077,17.45617,78.43378,10.2,34,0,"10MN","10MN: Miyapur → Erragadda (7 stops)"
"Miyapur","Gajularamaram X Road",17.49669,78.36077,17.50941,78.44817,12.4,45,1,"219P → 171KJ","219P: Miyapur → Kphb (3 stops) | 171KJ: Kphb → Gajularamaram X Road (14 stops)"
"Miyapur","Jbs",17.49669,78.36077,17.44757,78.49664,16.6,60,1,"224/219 → 511","224/219: Miyapur → Tadbund (8 stops) | 511: Tadbund → Jublee Bus Station (2 stops)"
"Miyapur","Hayathnagar Bus Station",17.49669,78.36077,17.32732,78.60489,38.2,131,2,"224/219 → 186 → 72/208C","224/219: Miyapur → Secunderabad Railway Station (11 stops) | 186: Secunderabad Railway Station → Lb Nagar X Road (9 stops) | 72/208C: Lb Nagar X Road → Hayathnagar Bus Station (10 stops)"
"Miyapur","Rathifile Bus Station",17.49669,78.36077,17.43457,78.50488,18.2,65,0,"224/219","224/219: Miyapur → Secunderabad Railway Station (11 stops)"
"Miyapur","Nampally Public Garoaden",17.49669,78.36077,17.39628,78.47082,18.1,65,1,"224/219 → 113K","224/219: Miyapur → Kukatpally (4 stops) | 113K: Kukatpally → Telephone Bhavan (7 stops)"
"Miyapur","Lakdikapool",17.49669,78.36077,17.40361,78.46497,16.6,59,1,"224/219 → 113K","224/219: Miyapur → Kukatpally (4 stops) | 113K: Kukatpally → Khairatabad (6 stops)"
